Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2010,WEEK #32,8/15/10,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,2009,WEEK #27,7/5/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,17,
SURVEY,2009,WEEK #28,7/12/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,25,
SURVEY,2009,WEEK #29,7/19/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,51,
SURVEY,2009,WEEK #30,7/26/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,70,
SURVEY,2009,WEEK #31,8/2/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,77,
SURVEY,2009,WEEK #32,8/9/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,2009,WEEK #33,8/16/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,88,
SURVEY,2009,WEEK #34,8/23/09,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,2008,WEEK #25,6/22/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,1,
SURVEY,2008,WEEK #26,6/29/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,2,
SURVEY,2008,WEEK #27,7/6/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,10,
SURVEY,2008,WEEK #28,7/13/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,25,
SURVEY,2008,WEEK #29,7/20/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,48,
SURVEY,2008,WEEK #30,7/27/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,63,
SURVEY,2008,WEEK #31,8/3/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,77,
SURVEY,2008,WEEK #32,8/10/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,83,
SURVEY,2008,WEEK #33,8/17/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,86,
SURVEY,2008,WEEK #34,8/24/08,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,94,
SURVEY,2007,WEEK #25,6/24/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,1,
SURVEY,2007,WEEK #26,7/1/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,7,
SURVEY,2007,WEEK #27,7/8/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,23,
SURVEY,2007,WEEK #28,7/15/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,38,
SURVEY,2007,WEEK #29,7/22/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,61,
SURVEY,2007,WEEK #30,7/29/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,72,
SURVEY,2007,WEEK #31,8/5/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,82,
SURVEY,2007,WEEK #32,8/12/07,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,84,
SURVEY,2006,WEEK #25,6/25/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,6,
SURVEY,2006,WEEK #26,7/2/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,2006,WEEK #27,7/9/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,38,
SURVEY,2006,WEEK #28,7/16/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,67,
SURVEY,2006,WEEK #29,7/23/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,77,
SURVEY,2006,WEEK #30,7/30/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,87,
SURVEY,2006,WEEK #31,8/6/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,89,
SURVEY,2006,WEEK #32,8/13/06,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,94,
SURVEY,2005,WEEK #25,6/26/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,4,
SURVEY,2005,WEEK #26,7/3/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,12,
SURVEY,2005,WEEK #27,7/10/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,27,
SURVEY,2005,WEEK #28,7/17/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,44,
SURVEY,2005,WEEK #29,7/24/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,68,
SURVEY,2005,WEEK #30,7/31/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,2005,WEEK #31,8/7/05,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,2004,WEEK #26,6/27/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,4,
SURVEY,2004,WEEK #27,7/4/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,23,
SURVEY,2004,WEEK #28,7/11/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,42,
SURVEY,2004,WEEK #29,7/18/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,61,
SURVEY,2004,WEEK #30,7/25/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,74,
SURVEY,2004,WEEK #31,8/1/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,78,
SURVEY,2004,WEEK #32,8/8/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,87,
SURVEY,2004,WEEK #33,8/15/04,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,88,
SURVEY,2003,WEEK #27,7/6/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,2003,WEEK #28,7/13/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,33,
SURVEY,2003,WEEK #29,7/20/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,51,
SURVEY,2003,WEEK #30,7/27/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,64,
SURVEY,2003,WEEK #31,8/3/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,77,
SURVEY,2003,WEEK #32,8/10/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,84,
SURVEY,2003,WEEK #33,8/17/03,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,93,
SURVEY,2002,WEEK #26,6/30/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,6,
SURVEY,2002,WEEK #27,7/7/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,20,
SURVEY,2002,WEEK #28,7/14/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,32,
SURVEY,2002,WEEK #29,7/21/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,50,
SURVEY,2002,WEEK #30,7/28/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,68,
SURVEY,2002,WEEK #31,8/4/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,79,
SURVEY,2002,WEEK #32,8/11/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,93,
SURVEY,2002,WEEK #33,8/18/02,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,97,
SURVEY,2001,WEEK #26,7/1/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,2001,WEEK #27,7/8/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,30,
SURVEY,2001,WEEK #28,7/15/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,53,
SURVEY,2001,WEEK #29,7/22/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,73,
SURVEY,2001,WEEK #30,7/29/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,2001,WEEK #31,8/5/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,92,
SURVEY,2001,WEEK #32,8/12/01,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,2000,WEEK #24,6/18/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,2,
SURVEY,2000,WEEK #25,6/25/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,12,
SURVEY,2000,WEEK #26,7/2/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,34,
SURVEY,2000,WEEK #27,7/9/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,47,
SURVEY,2000,WEEK #28,7/16/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,64,
SURVEY,2000,WEEK #29,7/23/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,74,
SURVEY,2000,WEEK #30,7/30/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,81,
SURVEY,2000,WEEK #31,8/6/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,91,
SURVEY,2000,WEEK #32,8/13/00,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,96,
SURVEY,1999,WEEK #24,6/20/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,0,
SURVEY,1999,WEEK #25,6/27/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,0,
SURVEY,1999,WEEK #26,7/4/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1999,WEEK #27,7/11/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,13,
SURVEY,1999,WEEK #28,7/18/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,29,
SURVEY,1999,WEEK #29,7/25/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,48,
SURVEY,1999,WEEK #30,8/1/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,66,
SURVEY,1999,WEEK #31,8/8/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,71,
SURVEY,1999,WEEK #32,8/15/99,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,88,
SURVEY,1998,WEEK #26,6/28/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,12,
SURVEY,1998,WEEK #27,7/5/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,27,
SURVEY,1998,WEEK #28,7/12/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,50,
SURVEY,1998,WEEK #29,7/19/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,66,
SURVEY,1998,WEEK #30,7/26/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1998,WEEK #31,8/2/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,88,
SURVEY,1998,WEEK #32,8/9/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,97,
SURVEY,1998,WEEK #33,8/16/98,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,99,
SURVEY,1997,WEEK #26,6/29/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,8,
SURVEY,1997,WEEK #27,7/6/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,21,
SURVEY,1997,WEEK #28,7/13/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,42,
SURVEY,1997,WEEK #29,7/20/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,52,
SURVEY,1997,WEEK #30,7/27/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,75,
SURVEY,1997,WEEK #31,8/3/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,86,
SURVEY,1997,WEEK #32,8/10/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,92,
SURVEY,1997,WEEK #33,8/17/97,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,99,
SURVEY,1996,WEEK #27,7/7/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,11,
SURVEY,1996,WEEK #28,7/14/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,33,
SURVEY,1996,WEEK #29,7/21/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,52,
SURVEY,1996,WEEK #30,7/28/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,60,
SURVEY,1996,WEEK #31,8/4/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,88,
SURVEY,1996,WEEK #32,8/11/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,93,
SURVEY,1996,WEEK #33,8/18/96,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,1995,WEEK #27,7/9/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,1,
SURVEY,1995,WEEK #28,7/16/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,3,
SURVEY,1995,WEEK #29,7/23/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,7,
SURVEY,1995,WEEK #30,7/30/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,23,
SURVEY,1995,WEEK #31,8/6/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,48,
SURVEY,1995,WEEK #32,8/13/95,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,64,
